,timestamp,tweet_id,text,hashtags,links,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user_id,username,screen_name,user_location,followers_count,friends_count,user_creation,favourites_count,coordinates,country,retweets,retweeted,lang,company
25,Sat May 23 08:43:54 +0000 2020,1264114822049861632,#Pilots of the Caribbean � Air France Airbus A340 takeoff at Saint Martin https://t.co/PN2vjdAClV #avgeek #aviationdaily #aviationlovers,"[{'text': 'Pilots', 'indices': [0, 7]}, {'text': 'avgeek', 'indices': [98, 105]}, {'text': 'aviationdaily', 'indices': [106, 120]}, {'text': 'aviationlovers', 'indices': [121, 136]}]",https://wunderflug.com/magazine/pilots-of-the-caribbean-air-france-airbus-a340-takeoff-at-saint-martin/,,,,878581678121172992,Aeromobix Systems Pvt ltd,aeromobix,Kolkata India,4606,4023,Sat Jun 24 11:52:50 +0000 2017,65169,,,0,False,en,Air France
26,Sat May 23 08:25:59 +0000 2020,1264110314829856774,Pilots of the Caribbean � Air France Airbus A340 takeoff at Saint Martin https://t.co/q8lwezyIge #avgeek #aviationdaily #aviationlovers,"[{'text': 'avgeek', 'indices': [97, 104]}, {'text': 'aviationdaily', 'indices': [105, 119]}, {'text': 'aviationlovers', 'indices': [120, 135]}]",https://wunderflug.com/magazine/pilots-of-the-caribbean-air-france-airbus-a340-takeoff-at-saint-martin/,,,,3697976237,Wunderflug,wunderflugcom,,8927,4429,Fri Sep 18 15:57:37 +0000 2015,0,,,0,False,en,Air France
27,Sat May 23 08:15:14 +0000 2020,1264107609331830786,@seebsouq Re Lufthansa at Munich - exactly the same for Air France on Paris - lovely new terminal and the old one is truly awful.,[],,1263939097522995205,837008119947542528,seebsouq,2174797389,Guy Maughfling,GuyInAfrica,"Cheltenham, England",131,200,Sat Nov 09 18:26:31 +0000 2013,2387,,,0,False,en,Air France
28,Sat May 23 08:08:05 +0000 2020,1264105807072890880,"Good morning , I did see that booking are open now dose Air France go to Morocco now I am planning to travel ASAP i… https://t.co/1BZjT7Gh5k",[],https://twitter.com/i/web/status/1264105807072890880,1264105175695929344,1142016311096152064,CrewLec,1142016311096152064,LEC crew 5,CrewLec,,0,10,Fri Jun 21 10:28:00 +0000 2019,0,,,0,False,en,Air France
29,Sat May 23 08:04:20 +0000 2020,1264104865585905667,"#Air France is to resume flights between Paris CDG Airport &amp; #Ljubljana #Airport on 24 June. 
Currently scheduled t… https://t.co/C7LPDR9rcP","[{'text': 'Air', 'indices': [0, 4]}, {'text': 'Ljubljana', 'indices': [65, 75]}, {'text': 'Airport', 'indices': [76, 84]}]",https://twitter.com/i/web/status/1264104865585905667,,,,4104347487,Meet in Ljubljana,meetLjubljana,"Ljubljana, Slovenia",1288,979,Tue Nov 03 12:08:08 +0000 2015,4287,,,1,False,en,Air France
30,Sat May 23 07:50:33 +0000 2020,1264101398175719424,@heydonworks @twojamesroberts @AyoCaesar If only the pilot of air france flight 447 had that as his life motto...… https://t.co/n9qg5lySZ2,[],https://twitter.com/i/web/status/1264101398175719424,1263936834461208577,329059137,heydonworks,1235705736090529793,David Bradbury,david_brfar,,52,543,Thu Mar 05 23:16:41 +0000 2020,2811,,,0,False,en,Air France
31,Sat May 23 07:47:59 +0000 2020,1264100750378106880,"Did You Know?🤔
The Mi-26 was first seen in public at an Air Show in Paris, France.The Mil Mi-26 is the largest heli… https://t.co/6Bbl7BO07c",[],https://twitter.com/i/web/status/1264100750378106880,,,,1208392661364805632,Defence Tube Of World,TubeDefence,india,10,156,Sat Dec 21 14:24:24 +0000 2019,107,,,0,False,en,Air France
32,Sat May 23 07:44:18 +0000 2020,1264099822522466305,"TheFlightDeal: #Airfare Deal: [Delta / Air France] New York - Bangalore, India. $667 roundtrip. Details:… https://t.co/YDaqg0ln3R","[{'text': 'Airfare', 'indices': [15, 23]}]",https://twitter.com/i/web/status/1264099822522466305,,,,768167524089339905,Shanelle,trinidoesfly,"New York, NY",187,36,Tue Aug 23 19:26:24 +0000 2016,133,,,1,False,en,Air France
33,Sat May 23 07:42:44 +0000 2020,1264099431126831104,@air_intel Can you follow it up with a troll thread Royal Navy ships built in France! 😂,[],,1263939093509165059,1090251190749851648,air_intel,2755150176,Thomas Embleton,thomas_embleton,,980,1378,Fri Aug 22 14:35:12 +0000 2014,246481,,,0,False,en,Air France
34,Sat May 23 07:33:16 +0000 2020,1264097046929321986,@RobProvince I'm kinda believe Air Force in his bio was a typo. It should have read Air France. It's the only expla… https://t.co/nGK5VokgYs,[],https://twitter.com/i/web/status/1264097046929321986,1264035532650303489,1575138829,RobProvince,833118318131286016,WOPR,W_O_P_R,"Cheyenne Mountain, CO",303,194,Sun Feb 19 00:57:40 +0000 2017,9887,,,0,False,en,Air France
35,Sat May 23 07:28:37 +0000 2020,1264095875162189824,"My queen is social distancing and wearing a mask like a boss.

Air de Paris is a contemporary Art Gallery in Romain… https://t.co/Bk0LOWlvyG",[],https://twitter.com/i/web/status/1264095875162189824,,,,1255047654188257280,noele haenel-merlant,noelehaenel,,204,174,Tue Apr 28 08:14:50 +0000 2020,4950,,,1,False,en,Air France
36,Sat May 23 07:14:21 +0000 2020,1264092285869985792,"Air France brings the OrlandoMagic within 2!

✈️🇫🇷  MickaelPietrus x #NBATogetherLive 

https://t.co/dDSz0xKafm #NBA","[{'text': 'NBATogetherLive', 'indices': [69, 85]}, {'text': 'NBA', 'indices': [112, 116]}]",https://twitter.com/i/broadcasts/1yoJMawMeXzJQ,,,,835126446,ACB Jornada Virtual,ACBJV,España,1975,213,Thu Sep 20 08:58:00 +0000 2012,419,,,0,False,en,Air France
37,Sat May 23 07:10:11 +0000 2020,1264091240137711616,"Air France brings the OrlandoMagic within 2!

✈️🇫🇷  MickaelPietrus x #NBATogetherLive 

https://t.co/kSCQxA01jS","[{'text': 'NBATogetherLive', 'indices': [69, 85]}]",https://twitter.com/i/broadcasts/1yoJMawMeXzJQ,,,,111950445,Pathe Ndiaye 🥀,KdTrey_23,"Paris, France",440,461,Sat Feb 06 18:27:21 +0000 2010,2097,,,0,False,en,Air France
38,Sat May 23 07:05:00 +0000 2020,1264089932701679622,Airbus last year announced plans to stop producing A380s in 2021 due to poor sales. It has nine left to build inclu… https://t.co/RZ8VeFW5fC,[],https://twitter.com/i/web/status/1264089932701679622,,,,738257755006439424,News18 Auto,News18Auto,"Noida, India",2375,6,Thu Jun 02 06:35:39 +0000 2016,0,,,0,False,en,Air France
39,Sat May 23 06:32:07 +0000 2020,1264081657566502912,"@Elloui2 @MobilePunch I asked a question,  then why are airlines not going there. Only air France goes to PH airpor… https://t.co/D8pLaItNPE",[],https://twitter.com/i/web/status/1264081657566502912,1264069835983654912,1247236588800806912,Elloui2,181165609,Jegede O John,jegola2002,"Lagos, Nigeria ",4206,4068,Sat Aug 21 13:26:58 +0000 2010,14961,,,0,False,en,Air France
40,Sat May 23 06:14:18 +0000 2020,1264077174648082433,@AeronewsGlobal @AirFranceFR Pic looks like Air France’s a380 ready for burial,[],,1264061054646132749,1403040254,AeronewsGlobal,871437253,Mark Antony,antonygeorge16,,1,153,Wed Oct 10 09:15:53 +0000 2012,86,,,0,False,en,Air France
41,Sat May 23 06:06:15 +0000 2020,1264075150288281601,The pandemic has resulted already in improvements of European bicycle infrastructure plus bailouts in the case of A… https://t.co/8imMJxBIlJ,[],https://twitter.com/i/web/status/1264075150288281601,,,,1583332728,Thomas Fridrich,thfridrich,Singapur,1383,5000,Wed Jul 10 15:20:05 +0000 2013,1033,,,0,False,en,Air France
42,Sat May 23 05:44:10 +0000 2020,1264069590361018368,"Kalitta Air Boeing 747 4B5BCF (N709CK, #A97639) as U.S. Transportation Command flight #CMB163 at 35000 ft heading e… https://t.co/m1r4UU7WTK","[{'text': 'A97639', 'indices': [39, 46]}, {'text': 'CMB163', 'indices': [86, 93]}]",https://twitter.com/i/web/status/1264069590361018368,,,,1120764984294871042,Netherlands Radar,EHSBradar,"Close to UTC/EHSB, Soesterberg",899,0,Tue Apr 23 19:02:50 +0000 2019,92,,,0,False,en,Air France
43,Sat May 23 05:14:48 +0000 2020,1264062201075302405,"@gsenev @Rangi_Bungi30 Yeah. Also, Air France 447 comes to mind.",[],,1264060987369558016,203400349,gsenev,515248190,Mahesh De Silva,CharterKubiya,AppDelegate.swift,2394,463,Mon Mar 05 08:36:35 +0000 2012,13829,,,0,False,en,Air France
44,Sat May 23 04:55:48 +0000 2020,1264057418792595456,"Today's On Air🎵
DJ MASAHIRO(JAPAN)MIX SHOW WORLD WIDE 
@radiokc #RKC (France) 
”JP Travelers Pic” #3 REPLAY
Every S… https://t.co/PmeE1FeUrS","[{'text': 'RKC', 'indices': [64, 68]}]",https://twitter.com/i/web/status/1264057418792595456,,,,124100756,JP.TRAVELERS.PIC × MASAHIRO 日本国内の写真Only,jptravelerspic,japan,4972,4132,Thu Mar 18 07:38:13 +0000 2010,848,,,2,False,en,Air France
45,Sat May 23 04:12:48 +0000 2020,1264046597719064577,"I will not eat #GreenEggsAndHam in France, 
I will not eat green eggs and ham on the seas nor oceans, 
I will not e… https://t.co/Mwg24q9chR","[{'text': 'GreenEggsAndHam', 'indices': [15, 31]}]",https://twitter.com/i/web/status/1264046597719064577,,,,1596930397,Arlo Pignotti,ArloPignotti,"Austin, TX",176,537,Mon Jul 15 22:33:41 +0000 2013,266,,,0,False,en,Air France
46,Sat May 23 04:08:22 +0000 2020,1264045481220616197,My sincere condolences to our brother country Pakistan on the sad air crash in Karachi.A big thought for all victim… https://t.co/oZ4UZX5ZDq,[],https://twitter.com/i/web/status/1264045481220616197,,,,1242201353985851392,OUM LOUEIL,OLoueil,,45,38,Mon Mar 23 21:28:50 +0000 2020,224,,,0,False,en,Air France
47,Sat May 23 03:56:38 +0000 2020,1264042530406117380,"@saanchistoop @khurram143 It was of Air France, i heard.",[],,1263777141902245888,1243386218462597120,saanchistoop,1064160863911841799,Arham,Amme14588504,,9,53,Sun Nov 18 14:18:15 +0000 2018,173,,,0,False,en,Air France
48,Sat May 23 03:20:02 +0000 2020,1264033316946292737,Air France says passengers must wear masks from May 11  https://t.co/IJfu3hAbfp https://t.co/sxOGU1BvGe,[],https://dearwallstreet.com/article/15eb10ef877423?src=tw,,,,228525655,Dear Wallstreet,DearWall,"New York, NY",4873,37,Mon Dec 20 00:12:26 +0000 2010,0,,,0,False,en,Air France
49,Sat May 23 02:54:31 +0000 2020,1264026896917905410,@DaveWallsworth @Lexxity A while ago BA was looking to add to its 380 fleet. Do you think anyone is looking at thos… https://t.co/9tCMgj5zMS,[],https://twitter.com/i/web/status/1264026896917905410,1263775784608636935,424120588,DaveWallsworth,333031252,Muse & Creator,museandcreator,"Temecula, Southern California",322,952,Sun Jul 10 21:21:42 +0000 2011,1460,,,0,False,en,Air France
50,Sat May 23 02:53:28 +0000 2020,1264026633326878721,"@sillymidoff For a tragic account of the consequences of flying with blocked pressure sensors, look up the Air New… https://t.co/HZFU0l6SgY",[],https://twitter.com/i/web/status/1264026633326878721,1264024707973566470,262525836,sillymidoff,21328786,Vaughn Davis,vaughndavis,Auckland New Zealand,15487,15988,Thu Feb 19 19:13:15 +0000 2009,7694,,,0,False,en,Air France
51,Sat May 23 02:36:38 +0000 2020,1264022396857614336,@profsked You were fine until you you threw in “and causes too much pollution”. You know that wasn’t reason why thi… https://t.co/pzObZ7plIy,[],https://twitter.com/i/web/status/1264022396857614336,1264002161509359616,711087387523358721,profsked,3003523114,Sheriff Ford,SheriffFord,,430,796,Wed Jan 28 16:48:01 +0000 2015,73694,,,0,False,en,Air France
52,Sat May 23 02:07:04 +0000 2020,1264014957395337217,@VishnuNDTV The same thing happened in Air France flight 447 crash.they had time to recover from the stall because… https://t.co/bsz1GhGiPT,[],https://twitter.com/i/web/status/1264014957395337217,1263868523480182785,83531741,VishnuNDTV,252037926,Sharan,sharan121,"Pune, India",296,1224,Mon Feb 14 10:49:38 +0000 2011,7001,,,0,False,en,Air France
53,Sat May 23 01:56:47 +0000 2020,1264012368008359937,"Atlas Air Boeing 767 31AER (N662GT, #A8BC4F) as U.S. Transportation Command flight #CMB119 at 29000 ft heading sout… https://t.co/xGlM8WJe83","[{'text': 'A8BC4F', 'indices': [36, 43]}, {'text': 'CMB119', 'indices': [83, 90]}]",https://twitter.com/i/web/status/1264012368008359937,,,,978548073096937472,Swiss Military Radar,wswissmilradar,Switzerland,644,0,Tue Mar 27 08:23:35 +0000 2018,2,,,0,False,en,Air France
54,Sat May 23 01:45:34 +0000 2020,1264009545120088064,"@PaulAirey10 Very true, you are better off there, but some of the pollution still gets over.  It is hard to get awa… https://t.co/kE4Zk4p2IO",[],https://twitter.com/i/web/status/1264009545120088064,1263999416521887744,1257038367797194752,PaulAirey10,397349511,Sexy Pics,wehateporn,,29577,13805,Mon Oct 24 15:32:26 +0000 2011,74900,,,0,False,en,Air France
55,Sat May 23 01:35:22 +0000 2020,1264006977103036417,"Air France brings the @OrlandoMagic within 2!

✈️🇫🇷  @MickaelPietrus x #NBATogetherLive 

https://t.co/KSOlqQLWVu","[{'text': 'NBATogetherLive', 'indices': [71, 87]}]",https://twitter.com/i/broadcasts/1yoJMawMeXzJQ,,,,19923144,NBA,NBA,,30569301,1753,Mon Feb 02 19:04:42 +0000 2009,531,,,18,False,en,Air France
56,Sat May 23 01:30:45 +0000 2020,1264005815708585986,This colorful Paris scene was used in a 1964 Air France brochure which found its way into one of our Jewish Hospita… https://t.co/0ZY2Dj1Fe7,[],https://twitter.com/i/web/status/1264005815708585986,1264005813766586369,2596795380,BeckerLibrary,2596795380,Becker Medical Library at WashU,BeckerLibrary,"Saint Louis, Missouri",614,239,Mon Jun 30 19:35:58 +0000 2014,284,,,0,False,en,Air France
57,Sat May 23 01:16:13 +0000 2020,1264002161509359616,"Air France is permanently withdrawing its fleet of Airbus A380s, the world’s largest passenger jet, which is now cl… https://t.co/1tz0wBwbKn",[],https://twitter.com/i/web/status/1264002161509359616,,,,711087387523358721,Alan Sked,profsked,,13108,17,Sat Mar 19 07:10:19 +0000 2016,35,,,28,False,en,Air France
58,Sat May 23 00:59:51 +0000 2020,1263998040177770496,Check out Vintage AIR FRANCE Commercial Airlines Advertising Lighter Japan ZENITH #Zenith https://t.co/M0hKC3rNAD via @eBay,"[{'text': 'Zenith', 'indices': [82, 89]}]",https://ebay.us/VQzpSS,,,,1062402560609411073,Ohio Antiques,ohioantiquities,"Ohio, USA",387,416,Tue Nov 13 17:51:23 +0000 2018,455,,,0,False,en,Air France
59,Sat May 23 00:59:46 +0000 2020,1263998021643243520,Check out VINTAGE MATCHBOX 1981 AIR FRANCE SB-23 CONCORDE JET PLANE AIRPLANE BOXED  #Matchbox https://t.co/wS1aa63por via @eBay,"[{'text': 'Matchbox', 'indices': [84, 93]}]",https://ebay.us/vWEKjS,,,,1062402560609411073,Ohio Antiques,ohioantiquities,"Ohio, USA",387,416,Tue Nov 13 17:51:23 +0000 2018,455,,,0,False,en,Air France
60,Sat May 23 00:26:17 +0000 2020,1263989591989727232,@LukeVernon 2 of 2. Their size is unreal when up close &amp; been lucky enough to have flown both. The A380 was the smo… https://t.co/XzFVUy01d3,[],https://twitter.com/i/web/status/1263989591989727232,1263458395132252160,17688670,LukeVernon,435392845,Dominic Small,DominickSmall,Galway,9,39,Tue Dec 13 00:51:07 +0000 2011,357,,,0,False,en,Air France
61,Sat May 23 00:02:51 +0000 2020,1263983697285517313,@JohnSul68517064 @philrichardsuk @FranceintheUK Hi John do you have anymore info on Irish citizens coming over to F… https://t.co/QjjA1XpNyi,[],https://twitter.com/i/web/status/1263983697285517313,1263962515681284097,887313870234234880,JohnSul68517064,3042647795,Kilien O'donnell,KilienO,"Maastricht, The Netherlands",202,888,Tue Feb 17 14:49:34 +0000 2015,3087,,,0,False,en,Air France
62,Fri May 22 23:43:13 +0000 2020,1263978754264780800,@airinsight Maybe Germany will put as a condition for helping that Lufhansa takes only Airbus aircraft like did the… https://t.co/wt0YzMf5UZ,[],https://twitter.com/i/web/status/1263978754264780800,1263938508026249216,130660388,airinsight,1486413380,Info Aero Québec,InfoAeroQuebec,"Outremont, Québec",1516,3228,Thu Jun 06 00:34:47 +0000 2013,50168,,,0,False,en,Air France
63,Fri May 22 23:33:06 +0000 2020,1263976207789502464,@Holbornlolz @flappospammo Our new aircraft carrier as had the French Air Force landing on its deck. We need to sever the ties with France,[],,1263886069071777792,1957125536,Holbornlolz,1110498895514218497,Keith Butler,keithbutler01,Staffordshire UK,554,503,Tue Mar 26 11:09:03 +0000 2019,12388,,,0,False,en,Air France
64,Fri May 22 23:32:35 +0000 2020,1263976078634364929,"Delta / Air France: New York – Bangalore, India. $667. Roundtrip, including all Taxes https://t.co/MTd3spztGk Conta… https://t.co/AWBC5sXtdw",[],https://ift.tt/2ZA1pUB,,,,105562852,"Dynamite Travel, LLC",DynamiteTravel,Worldwide,2086,942,Sat Jan 16 18:58:32 +0000 2010,1078,,,0,False,en,Air France
65,Fri May 22 23:17:31 +0000 2020,1263972287470080001,"TheFlightDeal: #Airfare Deal: [Delta / Air France] New York - Bangalore, India. $667 roundtrip. Details:… https://t.co/QvwI2pau7K","[{'text': 'Airfare', 'indices': [15, 23]}]",https://twitter.com/i/web/status/1263972287470080001,,,,780696961544400897,UnitedFlyCheap,UnitedFlyCheap,,252,30,Tue Sep 27 09:13:55 +0000 2016,0,,,0,False,en,Air France
